user_id,product_id,rating,timestamp
U0012,P0509,1,2024-04-18
U0001,P0627,3,2024-04-20
U0011,P0478,5,2024-04-30
U0024,P0432,2,2024-05-17
U0004,P0025,3,2024-05-18
U0018,P0620,3,2024-04-04
U0023,P0457,5,2024-05-12
U0030,P0017,1,2024-03-31
U0019,P0432,1,2024-05-27
U0029,P0066,4,2024-05-19
U0010,P0646,1,2024-05-20
U0001,P0654,5,2024-03-29
U0024,P0681,5,2024-04-25
U0022,P0594,4,2024-05-08
U0029,P0088,5,2024-05-11
U0007,P0595,3,2024-05-21
U0022,P0622,3,2024-05-10
U0003,P0423,2,2024-04-27
U0020,P0520,3,2024-05-06
U0027,P0064,1,2024-05-24
U0001,P0689,4,2024-04-25
U0002,P0437,5,2024-04-28
U0030,P0646,3,2024-04-22
U0029,P0187,3,2024-04-15
U0001,P0158,5,2024-04-30
U0013,P0514,2,2024-04-24
U0013,P0622,5,2024-05-24
U0029,P0567,2,2024-05-25
U0004,P0299,4,2024-05-12
U0016,P0375,4,2024-05-14
U0007,P0668,2,2024-04-08
U0012,P0619,4,2024-04-07
U0014,P0646,5,2024-04-21
U0026,P0129,4,2024-04-11
U0018,P0129,1,2024-04-13
U0010,P0513,1,2024-05-17
U0020,P0013,5,2024-04-11
U0023,P0481,3,2024-05-03
U0013,P0563,1,2024-05-13
U0028,P0620,1,2024-04-26
U0007,P0522,3,2024-04-27
U0006,P0092,5,2024-05-09
U0023,P0114,4,2024-05-25
U0016,P0560,3,2024-04-15
U0017,P0026,4,2024-05-08
U0023,P0229,2,2024-04-16
U0022,P0629,2,2024-03-31
U0015,P0481,1,2024-04-14
U0008,P0617,4,2024-05-21
U0027,P0062,3,2024-05-14
U0006,P0064,2,2024-04-03
U0015,P0289,4,2024-05-14
U0022,P0620,2,2024-04-23
U0012,P0017,3,2024-05-17
U0008,P0068,4,2024-05-16
U0005,P0176,4,2024-05-16
U0030,P0088,2,2024-05-19
U0022,P0512,3,2024-05-17
U0021,P0681,4,2024-05-01
U0009,P0050,1,2024-04-11
U0014,P0420,5,2024-04-28
U0014,P0114,3,2024-04-25
U0002,P0563,5,2024-05-02
U0025,P0244,2,2024-04-04
U0030,P0203,5,2024-04-23
U0015,P0518,3,2024-05-02
U0020,P0013,1,2024-04-08
U0009,P0583,4,2024-03-31
U0001,P0676,4,2024-04-18
U0023,P0289,4,2024-05-08
U0017,P0668,3,2024-04-26
U0010,P0519,1,2024-04-24
U0009,P0420,4,2024-05-16
U0012,P0620,4,2024-04-15
U0012,P0481,1,2024-03-31
U0011,P0668,4,2024-04-19
U0029,P0017,2,2024-04-27
U0017,P0432,5,2024-05-23
U0018,P0512,5,2024-04-14
U0015,P0627,2,2024-05-26
U0014,P0522,2,2024-05-02
U0016,P0619,2,2024-04-01
U0012,P0664,4,2024-03-31
U0030,P0664,3,2024-04-01
U0023,P0004,5,2024-04-23
U0004,P0077,1,2024-05-20
U0012,P0276,4,2024-04-27
U0016,P0432,3,2024-04-05
U0020,P0617,1,2024-05-27
U0025,P0372,1,2024-05-19
U0030,P0276,5,2024-04-27
U0014,P0263,1,2024-04-30
U0008,P0062,5,2024-04-21
U0006,P0025,3,2024-04-06
U0018,P0282,3,2024-04-10
U0025,P0595,3,2024-05-14
U0002,P0689,5,2024-05-25
U0018,P0420,5,2024-04-08
U0005,P0681,4,2024-05-04
U0002,P0432,4,2024-04-04
U0001,P0124,2,2024-05-06
U0021,P0495,4,2024-04-26
U0003,P0289,4,2024-03-30
U0007,P0423,5,2024-04-08
U0030,P0282,4,2024-04-16
U0022,P0423,1,2024-04-14
U0010,P0073,5,2024-05-21
U0005,P0176,1,2024-05-23
U0022,P0229,5,2024-04-15
U0010,P0535,5,2024-03-30
U0028,P0066,4,2024-03-31
U0005,P0315,3,2024-04-24
U0028,P0120,4,2024-05-14
U0010,P0080,3,2024-04-17
U0008,P0481,2,2024-05-16
U0003,P0073,3,2024-05-22
U0013,P0659,3,2024-05-13
U0021,P0285,1,2024-05-02
U0022,P0263,1,2024-05-18
U0023,P0094,5,2024-04-10
U0008,P0092,3,2024-05-24
U0002,P0050,4,2024-05-11
U0027,P0437,2,2024-04-01
U0005,P0629,3,2024-05-07
U0014,P0389,4,2024-05-03
U0001,P0520,4,2024-05-16
U0003,P0288,3,2024-04-01
U0018,P0244,1,2024-05-16
U0001,P0026,4,2024-05-03
U0026,P0365,2,2024-04-22
U0003,P0299,2,2024-04-21
U0001,P0315,5,2024-05-01
U0004,P0676,3,2024-04-02
U0004,P0676,1,2024-04-19
U0016,P0094,3,2024-05-06
U0012,P0509,3,2024-03-30
U0001,P0285,2,2024-04-15
U0010,P0462,3,2024-05-11
U0009,P0589,3,2024-04-21
U0030,P0437,4,2024-04-29
U0002,P0646,2,2024-04-08
U0018,P0077,4,2024-04-13
U0010,P0594,5,2024-04-29
U0012,P0073,1,2024-05-22
U0011,P0594,3,2024-04-26
U0030,P0276,2,2024-04-10
U0018,P0522,5,2024-05-04
U0017,P0088,5,2024-04-10
U0008,P0062,4,2024-04-14
U0029,P0432,4,2024-05-27
U0013,P0013,2,2024-04-26
U0012,P0513,1,2024-04-16
U0006,P0619,4,2024-04-21
U0004,P0534,1,2024-05-11
U0005,P0527,4,2024-04-02
U0008,P0050,4,2024-04-29
U0010,P0229,2,2024-04-29
U0008,P0513,1,2024-05-02
U0019,P0124,5,2024-05-12
U0001,P0696,5,2024-04-19
U0026,P0625,1,2024-04-04
U0022,P0064,3,2024-04-21
U0020,P0522,5,2024-04-29
U0016,P0375,5,2024-05-10
U0007,P0229,4,2024-04-26
U0029,P0594,1,2024-04-06
U0019,P0654,4,2024-03-31
U0024,P0462,3,2024-04-23
U0016,P0389,3,2024-05-08
U0006,P0457,1,2024-04-20
U0024,P0299,1,2024-04-27
U0011,P0375,4,2024-03-31
U0022,P0495,3,2024-04-27
U0017,P0589,4,2024-04-29
U0028,P0462,2,2024-05-03
U0020,P0560,4,2024-04-30
U0020,P0505,3,2024-05-19
U0026,P0276,1,2024-05-09
U0020,P0190,5,2024-05-23
U0013,P0668,3,2024-04-28
U0024,P0584,2,2024-05-09
U0004,P0527,5,2024-05-13
U0022,P0443,1,2024-05-12
U0009,P0681,1,2024-05-14
U0029,P0495,4,2024-05-03
U0027,P0495,2,2024-05-17
U0010,P0372,5,2024-04-22
